komsat;jns_karantina;komoditas;satuan;harga
air kelapa/kilogram;T;AIR KELAPA;kilogram;30.000
air rendaman jagung/kilogram;T;Air Rendaman Jagung;kilogram;12.768
akalipa brocoli hijau/kilogram;T;Akalipa Brocoli Hijau;kilogram;25.000
akar laka/kilogram;T;AKAR LAKA;kilogram;18.562
akar murbei/buah/butir/batang;T;AKAR MURBEI;buah/butir/batang;100.000
akar murbei/meter kubik;T;AKAR MURBEI;meter kubik;1
akar murbei/kilogram;T;AKAR MURBEI;kilogram;33.611
akar pakis/buah/butir/batang;T;AKAR PAKIS;buah/butir/batang;44.792
akar pakis/gram;T;AKAR PAKIS;gram;1
akar pakis/kilo;T;AKAR PAKIS;kilo;1
akar pakis/meter kubik;T;AKAR PAKIS;meter kubik;1
akar pakis/kilogram;T;AKAR PAKIS;kilogram;23.000
akar pasak bumi/kilogram;T;AKAR PASAK BUMI;kilogram;167.324
akar pasak bumi/gram;T;AKAR PASAK BUMI;gram;1
akar tunjuk langit/kilogram;T;Akar Tunjuk langit;kilogram;203.892
akar wangi/kilogram;T;AKAR WANGI;kilogram;102.574
akar wangi/gram;T;AKAR WANGI;gram;1
alang-alang/ton;T;ALANG-ALANG;ton;35.000.000
alang-alang/meter kubik;T;ALANG-ALANG;meter kubik;50.000
alang-alang/kilogram;T;ALANG-ALANG;kilogram;35.000
alfalfa/buah/butir/batang;T;ALFALFA;buah/butir/batang;175.600
alfalfa/tray / tray pack;T;ALFALFA;tray / tray pack;1
alfalfa/kilogram;T;ALFALFA;kilogram;40.000
almon/kilogram;T;ALMON;kilogram;250.000
almon/ton;T;ALMON;ton;250.000.000
almon/buah/butir/batang;T;ALMON;buah/butir/batang;54.773
almon/gram;T;ALMON;gram;1
almon/bag;T;ALMON;bag;1
almon/carton;T;ALMON;carton;1
almon/each;T;ALMON;each;1
alocasia/kilogram;T;ALOCASIA;kilogram;400.000
alocasia/buah/butir/batang;T;ALOCASIA;buah/butir/batang;46.670
alocasia/gram;T;ALOCASIA;gram;1
alpukat/buah/butir/batang;T;ALPUKAT;buah/butir/batang;6.000
alpukat/gram;T;ALPUKAT;gram;1
alpukat/kilogram;T;ALPUKAT;kilogram;35.000
alternanthera/meter kubik;T;ALTERNANTHERA;meter kubik;116.592
alternanthera/buah/butir/batang;T;ALTERNANTHERA;buah/butir/batang;4.925
ambulia/buah/butir/batang;T;AMBULIA;buah/butir/batang;4.125
american lizard tail/buah/butir/batang;T;AMERICAN LIZARD TAIL;buah/butir/batang;52.009
ammania sp/buah/butir/batang;T;AMMANIA SP;buah/butir/batang;7.096
ammoricia/buah/butir/batang;T;AMMORICIA;buah/butir/batang;3.920
ampas kulit nanas/gram;T;AMPAS KULIT NANAS;gram;1
ampas kulit nanas/kilogram;T;AMPAS KULIT NANAS;kilogram;30.000
ampas minyak sereh/kilogram;T;AMPAS MINYAK SEREH;kilogram;153.537
ampas minyak sereh/buah/butir/batang;T;AMPAS MINYAK SEREH;buah/butir/batang;12.000
ampas sawit/ton;T;AMPAS SAWIT;ton;8.000.000
ampas sawit/meter kubik;T;AMPAS SAWIT;meter kubik;8.000
ampas sawit/gram;T;AMPAS SAWIT;gram;1
ampas sawit/kilogram;T;AMPAS SAWIT;kilogram;8.000
ampas tebu/kilogram;T;Ampas Tebu;kilogram;16.094
andaliman/kilogram;T;ANDALIMAN;kilogram;474.306
andaliman/ton;T;ANDALIMAN;ton;1.000.000
andaliman/gram;T;ANDALIMAN;gram;1
andewi/kilogram;T;ANDEWI;kilogram;94.569
andewi/buah/butir/batang;T;ANDEWI;buah/butir/batang;44.331
andewi/bag;T;ANDEWI;bag;1
anggur brazil/buah/butir/batang;T;ANGGUR BRAZIL;buah/butir/batang;100.000
anggur brazil/kilogram;T;ANGGUR BRAZIL;kilogram;65.000
anubias sp/buah/butir/batang;T;ANUBIAS SP;buah/butir/batang;46.514
aponogeton/buah/butir/batang;T;APONOGETON;buah/butir/batang;2.180
apricot/kilogram;T;APRICOT;kilogram;300.000
arang/ton;T;ARANG;ton;18.000.000
arang/kilogram;T;ARANG;kilogram;18.000
ardisia/kilogram;T;ARDISIA;kilogram;100.000
ardisia/buah/butir/batang;T;ARDISIA;buah/butir/batang;26.575
ardisia/gram;T;ARDISIA;gram;1
arecaceae/kilogram;T;ARECACEAE;kilogram;120.000
arecaceae/box;T;ARECACEAE;box;53.333
arecaceae/buah/butir/batang;T;ARECACEAE;buah/butir/batang;50.556
arecaceae/gram;T;ARECACEAE;gram;1
arthicokes/kilogram;T;ARTHICOKES;kilogram;100.000
arthicokes/buah/butir/batang;T;ARTHICOKES;buah/butir/batang;100.000
asam cekala/kilogram;T;ASAM CEKALA;kilogram;100.000
asam jawa/ton;T;ASAM JAWA;ton;1.000.000
asam jawa/box;T;ASAM JAWA;box;150.000
asam jawa/meter kubik;T;ASAM JAWA;meter kubik;150.000
asam jawa/buah/butir/batang;T;ASAM JAWA;buah/butir/batang;74.167
asam jawa/gram;T;ASAM JAWA;gram;1
asam jawa/kilogram;T;ASAM JAWA;kilogram;73.736
asam keranji/kilogram;T;ASAM KERANJI;kilogram;69.236
asam paya/asam maram/kilogram;T;Asam Paya/Asam Maram;kilogram;5.329
asparagus/kilogram;T;ASPARAGUS;kilogram;96.944
asparagus/buah/butir/batang;T;ASPARAGUS;buah/butir/batang;42.778
ate/meter kubik;T;ATE;meter kubik;1.812.910
baby pakcoi/gram;T;BABY PAKCOI;gram;1
baby pakcoi/kilogram;T;BABY PAKCOI;kilogram;35.000
bacopa/buah/butir/batang;T;BACOPA;buah/butir/batang;8.390
bacopa/ekor;T;BACOPA;ekor;1
bahan baku lain/kilogram;T;BAHAN BAKU LAIN;kilogram;134.783
bahan baku lain/meter kubik;T;BAHAN BAKU LAIN;meter kubik;411.260
bahan baku lain/ton;T;BAHAN BAKU LAIN;ton;411.260
bahan baku lain/kemasan;T;BAHAN BAKU LAIN;kemasan;280.159
bahan baku lain/buah/butir/batang;T;BAHAN BAKU LAIN;buah/butir/batang;238.284
bahan baku lain/liter;T;BAHAN BAKU LAIN;liter;111.454
bahan baku lain/botol;T;BAHAN BAKU LAIN;botol;66.000
bahan baku lain/bag;T;BAHAN BAKU LAIN;bag;1
bahan baku lain/carton;T;BAHAN BAKU LAIN;carton;1
bahan baku lain/gram;T;BAHAN BAKU LAIN;gram;1
bahan baku sabun/kilogram;T;Bahan Baku Sabun;kilogram;17.681
bahan campuran/kilogram;T;BAHAN CAMPURAN;kilogram;119.795
bahan campuran/liter;T;BAHAN CAMPURAN;liter;13.256
bahan campuran/gram;T;BAHAN CAMPURAN;gram;1
bahan jamu-jamuan/kilogram;T;BAHAN JAMU-JAMUAN;kilogram;570.558
bahan jamu-jamuan/ton;T;BAHAN JAMU-JAMUAN;ton;5.705.580
bahan jamu-jamuan/kemasan;T;BAHAN JAMU-JAMUAN;kemasan;570.558
bahan jamu-jamuan/gram;T;BAHAN JAMU-JAMUAN;gram;1
bahan kemas/box;T;BAHAN KEMAS;box;1
bahan kemas/buah/butir/batang;T;BAHAN KEMAS;buah/butir/batang;1
bahan kemas/kemasan;T;BAHAN KEMAS;kemasan;1
bahan kemas/meter kubik;T;BAHAN KEMAS;meter kubik;1
bahan kemas/peti kemas;T;BAHAN KEMAS;peti kemas;1
bahan kemas/ton;T;BAHAN KEMAS;ton;1
bajakah/kilogram;T;BAJAKAH;kilogram;541.931
bajakah/kemasan;T;BAJAKAH;kemasan;25.000
bajakah/gram;T;BAJAKAH;gram;1
balibong/buah/butir/batang;T;Balibong;buah/butir/batang;5.504.267
balok kayu kelapa/meter kubik;T;BALOK KAYU KELAPA;meter kubik;9.187.868
balok kayu kelapa/buah/butir/batang;T;BALOK KAYU KELAPA;buah/butir/batang;40.000
balok kayu kelapa/kilogram;T;BALOK KAYU KELAPA;kilogram;10.298
bambu/kilogram;T;BAMBU;kilogram;77.618
bambu/meter kubik;T;BAMBU;meter kubik;4.536.156
bambu/buah/butir/batang;T;BAMBU;buah/butir/batang;15.935
bambu/;T;BAMBU;;1
bambu/bag;T;BAMBU;bag;1
bambu/bundle;T;BAMBU;bundle;1
bambu/carton;T;BAMBU;carton;1
bambu/dozen;T;BAMBU;dozen;1
bambu/gram;T;BAMBU;gram;1
bambu/kemasan;T;BAMBU;kemasan;1
bambu/kilogram;T;BAMBU;kilogram per second;1
bambu/meter persegi;T;BAMBU;meter persegi;1
bambu/pair;T;BAMBU;pair;1
bambu/set;T;BAMBU;set;1
bambu/ton;T;BAMBU;ton;1
barang keperluan pribadi/buah/butir/batang;T;BARANG KEPERLUAN PRIBADI;buah/butir/batang;12.000
barang keperluan pribadi/kilogram;T;BARANG KEPERLUAN PRIBADI;kilogram;58.250
barlei/each;T;BARLEI;each;1
barlei/kemasan;T;BARLEI;kemasan;1
barlei/kilogram;T;BARLEI;net kilogram;1
barlei/sack;T;BARLEI;sack;1
barlei/kilogram;T;BARLEI;kilogram;8.714
barley/kilogram;T;BARLEY;net kilogram;1
barley/kilogram;T;BARLEY;kilogram;8.400
batang kelapa/kilogram;T;BATANG KELAPA;kilogram;1.153.267
batang kelapa/meter kubik;T;BATANG KELAPA;meter kubik;7.059.087
batang kelapa/gram;T;BATANG KELAPA;gram;1
batang padi/kilogram;T;BATANG PADI;kilogram;137.067
batang padi/gram;T;BATANG PADI;gram;1
bawang bombai/kilogram;T;BAWANG BOMBAI;kilogram;75.000
bawang bombai/ton;T;BAWANG BOMBAI;ton;1.000.000
bawang bombai/kemasan;T;BAWANG BOMBAI;kemasan;55.000
bawang bombai/bag;T;BAWANG BOMBAI;bag;1
bawang bombai/carton;T;BAWANG BOMBAI;carton;1
bawang bombai/kilogram;T;BAWANG BOMBAI;kilogram per second;1
bawang daun/ton;T;BAWANG DAUN;ton;1.000.000
bawang daun/buah/butir/batang;T;BAWANG DAUN;buah/butir/batang;10.000
bawang daun/gram;T;BAWANG DAUN;gram;1
bawang daun/kilogram;T;BAWANG DAUN;kilogram;25.272
bawang dayak/kilogram;T;BAWANG DAYAK;kilogram;556.696
bawang dayak/gram;T;BAWANG DAYAK;gram;1
bawang merah/ton;T;BAWANG MERAH;ton;80.000.000
bawang merah/carton;T;BAWANG MERAH;carton;879.687
bawang merah/buah/butir/batang;T;BAWANG MERAH;buah/butir/batang;50.000
bawang merah/gram;T;BAWANG MERAH;gram;1
bawang merah/kilogram;T;BAWANG MERAH;kilogram;55.231
bawang prei besar/buah/butir/batang;T;BAWANG PREI BESAR;buah/butir/batang;100.000
bawang prei besar/kilogram;T;BAWANG PREI BESAR;kilogram;11.993
bawang putih/liter;T;BAWANG PUTIH;liter;200.000
bawang putih/bag;T;BAWANG PUTIH;bag;1
bawang putih/carton;T;BAWANG PUTIH;carton;1
bawang putih/gram;T;BAWANG PUTIH;gram;1
bawang putih/kemasan;T;BAWANG PUTIH;kemasan;1
bawang putih/meter kubik;T;BAWANG PUTIH;meter kubik;1
bawang putih/ton;T;BAWANG PUTIH;ton;1
bawang putih/kilogram;T;BAWANG PUTIH;kilogram;60.000
bay leaf/kilogram;T;BAY LEAF;kilogram;102.163
bay leaf/carton;T;BAY LEAF;carton;243.938
bay leaf/ton;T;BAY LEAF;ton;1
beet/box;T;BEET;box;1
beet/kilogram;T;BEET;kilogram;8.008
bekatul/sack;T;BEKATUL;sack;84.269
bekatul/kilogram;T;BEKATUL;kilogram of phosphorus pentoxide (phosphoric anhydride);1
bekatul/kilogram;T;BEKATUL;kilogram;52.125
belimbing wuluh/kilogram;T;BELIMBING WULUH;kilogram;79.620
bengkoang/box;T;BENGKOANG;box;1
bengkoang/kilogram;T;BENGKOANG;kilogram;5.788
benih areca(plm)/buah/butir/batang;T;BENIH ARECA(PLM);buah/butir/batang;39.635
benih areca(plm)/gram;T;BENIH ARECA(PLM);gram;1
benih areca(plm)/kilogram;T;BENIH ARECA(PLM);kilogram;50.000
benih asparagus/kilogram;T;BENIH ASPARAGUS;kilogram;50.000
benih bawang daun/kilogram;T;BENIH BAWANG DAUN;kilogram;50.000
benih bayam/kilogram;T;BENIH BAYAM;kilogram;90.701
benih bayam/buah/butir/batang;T;BENIH BAYAM;buah/butir/batang;25.000
benih broccoli/box;T;BENIH BROCCOLI;box;1
benih broccoli/kilogram;T;BENIH BROCCOLI;kilogram;50.000
benih bunching onion parade/kilogram;T;BENIH BUNCHING ONION PARADE;kilogram;1
benih buncis/kilogram;T;BENIH BUNCIS;kilogram;56.725
benih bunga/buah/butir/batang;T;BENIH BUNGA;buah/butir/batang;1
benih bunga/gram;T;BENIH BUNGA;gram;1
benih bunga aster/buah/butir/batang;T;BENIH BUNGA ASTER;buah/butir/batang;200
benih bunga ballon/kilogram;T;BENIH BUNGA BALLON;kilogram;35.000
benih bunga carnation/buah/butir/batang;T;BENIH BUNGA CARNATION;buah/butir/batang;4.000
benih bunga cosmos/buah/butir/batang;T;BENIH BUNGA COSMOS;buah/butir/batang;20.000
benih bunga dahlia/buah/butir/batang;T;BENIH BUNGA DAHLIA;buah/butir/batang;20.000
benih bunga dahlia/kilogram;T;BENIH BUNGA DAHLIA;kilogram;35.000
benih bunga french marigold/kilogram;T;BENIH BUNGA FRENCH MARIGOLD;kilogram;200.000
benih bunga french marigold/gram;T;BENIH BUNGA FRENCH MARIGOLD;gram;1
benih bunga grandiflora/buah/butir/batang;T;BENIH BUNGA GRANDIFLORA;buah/butir/batang;10.000
benih bunga kol/kilogram;T;BENIH BUNGA KOL;kilogram;90.000
benih bunga kol/box;T;BENIH BUNGA KOL;box;20.000
benih bunga kol/gram;T;BENIH BUNGA KOL;gram;1
benih bunga lathyrus/buah/butir/batang;T;BENIH BUNGA LATHYRUS;buah/butir/batang;50.000
benih bunga matahari/carton;T;BENIH BUNGA MATAHARI;carton;50.000
benih bunga matahari/kilogram;T;BENIH BUNGA MATAHARI;kilogram;50.000
benih bunga morning glory/kilogram;T;BENIH BUNGA MORNING GLORY;kilogram;100.103
benih bunga petunia/gram;T;BENIH BUNGA PETUNIA;gram;1
benih bunga poppy/ton;T;BENIH BUNGA POPPY;ton;5.000.000
benih bunga salvia/gram;T;BENIH BUNGA SALVIA;gram;1
benih bunga snapdragon/kilogram;T;BENIH BUNGA SNAPDRAGON;kilogram;105.565
benih bunga sweet pea/kilogram;T;BENIH BUNGA SWEET PEA;kilogram;75.000
benih cabe/kilogram;T;BENIH CABE;kilogram;75.000
benih cabe/ton;T;BENIH CABE;ton;7.500.000
benih cabe/kemasan;T;BENIH CABE;kemasan;35.000
benih cabe/gram;T;BENIH CABE;gram;1
benih cabe paprika/kilogram;T;BENIH CABE PAPRIKA;kilogram;393.942
benih cabe var roshi/kilogram;T;BENIH CABE VAR ROSHI;kilogram;75.000
benih chicory/kilogram;T;BENIH CHICORY;kilogram;75.000
benih daun basil/ton;T;BENIH DAUN BASIL;ton;7.500.000
benih daun basil/kilogram;T;BENIH DAUN BASIL;kilogram;13.064
benih daun perak/buah/butir/batang;T;BENIH DAUN PERAK;buah/butir/batang;30.333
benih drymophleus(plm)/buah/butir/batang;T;BENIH DRYMOPHLEUS(PLM);buah/butir/batang;13.500
benih eucalyptus/kilogram;T;BENIH EUCALYPTUS;kilogram;166.667
benih eucalyptus/buah/butir/batang;T;BENIH EUCALYPTUS;buah/butir/batang;50.000
benih euphorbia/buah/butir/batang;T;BENIH EUPHORBIA;buah/butir/batang;2.304
benih gandum/kilogram;T;BENIH GANDUM;kilogram;1
benih kacang panjang/kilogram;T;BENIH KACANG PANJANG;kilogram;170.957
benih kacang panjang/gram;T;BENIH KACANG PANJANG;gram;1
benih kangkung/kilogram;T;BENIH KANGKUNG;kilogram;95.000
benih kangkung/gram;T;BENIH KANGKUNG;gram;1
benih kapri/kilogram;T;BENIH KAPRI;kilogram;1
benih karet/buah/butir/batang;T;BENIH KARET;buah/butir/batang;140
benih karet/kilogram;T;BENIH KARET;kilogram;50.000
benih kayu afrika/meter kubik;T;BENIH KAYU AFRIKA;meter kubik;81.809.314
benih kedelai/ton;T;BENIH KEDELAI;ton;1
benih kelapa sawit/kilogram;T;BENIH KELAPA SAWIT;kilogram;85.000
benih kelapa sawit/ton;T;BENIH KELAPA SAWIT;ton;85.000.000
benih kelapa sawit/buah/butir/batang;T;BENIH KELAPA SAWIT;buah/butir/batang;60.000
benih kelapa sawit/box;T;BENIH KELAPA SAWIT;box;1
benih kenap/kilogram;T;BENIH KENAP;kilogram;136.300
benih ketimun/kilogram;T;BENIH KETIMUN;kilogram;95.000
benih ketimun/gram;T;BENIH KETIMUN;gram;1
benih ketimun/kemasan;T;BENIH KETIMUN;kemasan;1
benih ketumbar/kilogram;T;BENIH KETUMBAR;kilogram;170.000
benih ketumbar/ton;T;BENIH KETUMBAR;ton;1
benih kubis/kilogram;T;BENIH KUBIS;kilogram;946.820
benih kubis/box;T;BENIH KUBIS;box;1
benih kubis/buah/butir/batang;T;BENIH KUBIS;buah/butir/batang;1
benih kubis/gram;T;BENIH KUBIS;gram;1
benih labu/kilogram;T;BENIH LABU;kilogram;95.000
benih lamtoro gung/kilogram;T;BENIH LAMTORO GUNG;kilogram;181.818
benih lettuce/kilogram;T;BENIH LETTUCE;kilogram;1
benih lobak/box;T;BENIH LOBAK;box;1
benih lobak/kilogram;T;BENIH LOBAK;kilogram;64.000
benih lobak merah/kilogram;T;BENIH LOBAK MERAH;kilogram;1
benih melon/kilogram;T;BENIH MELON;kilogram;100.000
benih melon/box;T;BENIH MELON;box;1
benih melon/gram;T;BENIH MELON;gram;1
benih moster/bag;T;BENIH MOSTER;bag;1
benih moster/kilogram;T;BENIH MOSTER;kilogram;38.100
benih mucuna/kilogram;T;BENIH MUCUNA;kilogram;1
benih oyong/kilogram;T;BENIH OYONG;kilogram;65.000
benih padi/kilogram;T;BENIH PADI;kilogram;104.574
benih padi/kemasan;T;BENIH PADI;kemasan;1
benih pakis haji/buah/butir/batang;T;BENIH PAKIS HAJI;buah/butir/batang;192.875
benih palem/buah/butir/batang;T;BENIH PALEM;buah/butir/batang;9.820
benih palem/gram;T;BENIH PALEM;gram;1
benih palem/kilogram;T;BENIH PALEM;kilogram;56.422
benih palem archontophoenix/buah/butir/batang;T;BENIH PALEM ARCHONTOPHOENIX;buah/butir/batang;20.000
benih palem archontophoenix/kilogram;T;BENIH PALEM ARCHONTOPHOENIX;kilogram;29.187
benih palem areca/kilogram;T;BENIH PALEM ARECA;kilogram;172.500
benih palem areca/buah/butir/batang;T;BENIH PALEM ARECA;buah/butir/batang;10.778
benih palem caryota/kilogram;T;BENIH PALEM CARYOTA;kilogram;160.000
benih palem cyrtostachys rendra/buah/butir/batang;T;BENIH PALEM CYRTOSTACHYS RENDRA;buah/butir/batang;35.683
benih palem cyrtostachys rendra/kilogram;T;BENIH PALEM CYRTOSTACHYS RENDRA;kilogram;64.000
benih palem ekor tupai/buah/butir/batang;T;BENIH PALEM EKOR TUPAI;buah/butir/batang;32.540
benih palem ekor tupai/kilogram;T;BENIH PALEM EKOR TUPAI;kilogram;60.000
benih palem jepang/buah/butir/batang;T;BENIH PALEM JEPANG;buah/butir/batang;100.000
benih palem jepang/kilogram;T;BENIH PALEM JEPANG;kilogram;40.000
benih palem kol/kilogram;T;BENIH PALEM KOL;kilogram;560.000
benih palem licuala/kilogram;T;BENIH PALEM LICUALA;kilogram;163.600
benih palem licuala/buah/butir/batang;T;BENIH PALEM LICUALA;buah/butir/batang;65.389
benih palem licuala/gram;T;BENIH PALEM LICUALA;gram;1
benih palem sugar/aren/buah/butir/batang;T;BENIH PALEM SUGAR/AREN;buah/butir/batang;6.667
benih palem sugar/aren/kilogram;T;BENIH PALEM SUGAR/AREN;kilogram;6.476
benih palem veitchia/buah/butir/batang;T;BENIH PALEM VEITCHIA;buah/butir/batang;10.000
benih palm orania/kilogram;T;BENIH PALM ORANIA;kilogram;73.000
benih paria/kilogram;T;BENIH PARIA;kilogram;93.124
benih paria/buah/butir/batang;T;BENIH PARIA;buah/butir/batang;1
benih pennisetum (jawawut)/buah/butir/batang;T;BENIH PENNISETUM (JAWAWUT);buah/butir/batang;1
benih pennisetum (jawawut)/kemasan;T;BENIH PENNISETUM (JAWAWUT);kemasan;1
benih pepaya/gram;T;BENIH PEPAYA;gram;1
benih pepaya/kilogram;T;BENIH PEPAYA;kilogram;45.707
benih petsai/kilogram;T;BENIH PETSAI;kilogram;1
benih rumput/kilogram;T;BENIH RUMPUT;kilogram;131.090
benih sawi/kilogram;T;BENIH SAWI;kilogram;31.363
benih sayuran (campuran)/kilogram;T;BENIH SAYURAN (CAMPURAN);kilogram;444.444
benih sayuran (campuran)/buah/butir/batang;T;BENIH SAYURAN (CAMPURAN);buah/butir/batang;3.696
benih sayuran (campuran)/gram;T;BENIH SAYURAN (CAMPURAN);gram;1
benih seledri/carton;T;BENIH SELEDRI;carton;1
benih seledri/gram;T;BENIH SELEDRI;gram;1
benih seledri/kilogram;T;BENIH SELEDRI;kilogram;40.870
benih semangka/gram;T;BENIH SEMANGKA;gram;1
benih semangka/kilogram;T;BENIH SEMANGKA;kilogram;47.792
benih sorgum/kilogram;T;BENIH SORGUM;kilogram;84.049
benih sorgum/kilogram;T;BENIH SORGUM;kilogram per second;1
benih tabebuia/buah/butir/batang;T;BENIH TABEBUIA;buah/butir/batang;20.000
benih tabebuia/gram;T;BENIH TABEBUIA;gram;1
benih tanaman penutup/kilogram;T;BENIH TANAMAN PENUTUP;kilogram;181.255
benih tanaman penutup/ekor;T;BENIH TANAMAN PENUTUP;ekor;1
benih tembakau/kilogram;T;BENIH TEMBAKAU;kilogram;32.612
benih terung/buah/butir/batang;T;BENIH TERUNG;buah/butir/batang;1
benih terung/kilogram;T;BENIH TERUNG;kilogram;55.952
benih tomat/box;T;BENIH TOMAT;box;1
benih tomat/gram;T;BENIH TOMAT;gram;1
benih tomat/kemasan;T;BENIH TOMAT;kemasan;1
benih tomat/kilogram;T;BENIH TOMAT;kilogram;58.600
benih ubijalar/kilogram;T;BENIH UBIJALAR;kilogram;48.000
benih walisongo/buah/butir/batang;T;BENIH WALISONGO;buah/butir/batang;31.905
benih wasabi/buah/butir/batang;T;BENIH WASABI;buah/butir/batang;4.500
benih wasabi/kilogram;T;BENIH WASABI;kilogram;56.200
benih witloof chicory laser/kilogram;T;BENIH WITLOOF CHICORY LASER;kilogram;1
benih wortel/kilogram;T;BENIH WORTEL;kilogram;34.411
benih yucca/buah/butir/batang;T;BENIH YUCCA;buah/butir/batang;28.281
benih zamia/box;T;BENIH ZAMIA;box;100.000
benih zamia/buah/butir/batang;T;BENIH ZAMIA;buah/butir/batang;46.267
beras/carton;T;BERAS;carton;240.000
beras/kemasan;T;BERAS;kemasan;19.635
beras/meter kubik;T;BERAS;meter kubik;15.000
beras/liter;T;BERAS;liter;14.722
beras/bag;T;BERAS;bag;1
beras/gram;T;BERAS;gram;1
beras/ton;T;BERAS;ton;1
beras/kilogram;T;BERAS;kilogram;18.000
beras campuran/kilogram;T;BERAS CAMPURAN;kilogram;36.250
beras ketan/kilogram;T;BERAS KETAN;kilogram;97.536
beras ketan/ton;T;BERAS KETAN;ton;1
beri/case;T;BERI;case;1
beri/kilogram;T;BERI;kilogram;1
bibit agapanthus/buah/butir/batang;T;BIBIT AGAPANTHUS;buah/butir/batang;1.446
bibit agave/meter kubik;T;BIBIT AGAVE;meter kubik;220.588
bibit agave/buah/butir/batang;T;BIBIT AGAVE;buah/butir/batang;59.344
bibit aglaonema/box;T;BIBIT AGLAONEMA;box;73.000
bibit aglaonema/buah/butir/batang;T;BIBIT AGLAONEMA;buah/butir/batang;36.154
bibit aglaonema/gram;T;BIBIT AGLAONEMA;gram;1
bibit aglaonema/kilogram;T;BIBIT AGLAONEMA;kilogram;47.515
bibit akasia/kilogram;T;BIBIT AKASIA;kilogram;120.000
bibit alang-alang/meter kubik;T;BIBIT ALANG-ALANG;meter kubik;70.310
bibit allocasia/buah/butir/batang;T;BIBIT ALLOCASIA;buah/butir/batang;75.242
bibit alpukat/buah/butir/batang;T;BIBIT ALPUKAT;buah/butir/batang;128.687
bibit amarilis/buah/butir/batang;T;BIBIT AMARILIS;buah/butir/batang;40.000
bibit anggrek/botol;T;BIBIT ANGGREK;botol;1
bibit anggrek/buah/butir/batang;T;BIBIT ANGGREK;buah/butir/batang;1
bibit anggrek aranda/buah/butir/batang;T;BIBIT ANGGREK ARANDA;buah/butir/batang;1
bibit anggrek bulan/botol;T;BIBIT ANGGREK BULAN;botol;1
bibit anggrek bulan/buah/butir/batang;T;BIBIT ANGGREK BULAN;buah/butir/batang;1
bibit anggrek bulan/kilogram;T;BIBIT ANGGREK BULAN;kilogram;1
bibit anggrek bulbophyllum/buah/butir/batang;T;BIBIT ANGGREK BULBOPHYLLUM;buah/butir/batang;40.000
bibit anggrek cattleya/buah/butir/batang;T;BIBIT ANGGREK CATTLEYA;buah/butir/batang;1
bibit anggrek cattleya/number of packs;T;BIBIT ANGGREK CATTLEYA;number of packs;1
bibit anggrek cattleya/kilogram;T;BIBIT ANGGREK CATTLEYA;kilogram;1
bibit anggrek cochleanthes/buah/butir/batang;T;BIBIT ANGGREK COCHLEANTHES;buah/butir/batang;10.000
bibit anggrek dendrobium/kilogram;T;BIBIT ANGGREK DENDROBIUM;kilogram;91.075
bibit anggrek dendrobium/buah/butir/batang;T;BIBIT ANGGREK DENDROBIUM;buah/butir/batang;22.727
bibit anggrek dendrobium/botol;T;BIBIT ANGGREK DENDROBIUM;botol;1
bibit anggrek dendrobium/number of packs;T;BIBIT ANGGREK DENDROBIUM;number of packs;1
bibit anggrek epidendron/buah/butir/batang;T;BIBIT ANGGREK EPIDENDRON;buah/butir/batang;141
bibit anggrek mokara/buah/butir/batang;T;BIBIT ANGGREK MOKARA;buah/butir/batang;1
bibit anggrek oncidium/buah/butir/batang;T;BIBIT ANGGREK ONCIDIUM;buah/butir/batang;1
bibit anggrek paphiopedilum/buah/butir/batang;T;BIBIT ANGGREK PAPHIOPEDILUM;buah/butir/batang;100.000
bibit anggrek vanda/buah/butir/batang;T;BIBIT ANGGREK VANDA;buah/butir/batang;1
bibit anggur/buah/butir/batang;T;BIBIT ANGGUR;buah/butir/batang;44.815
bibit anggur/ton;T;BIBIT ANGGUR;ton;1
bibit anggur/kilogram;T;BIBIT ANGGUR;kilogram;1
bibit angrek phalaenopsis/botol;T;BIBIT ANGREK PHALAENOPSIS;botol;1
bibit angrek phalaenopsis/buah/butir/batang;T;BIBIT ANGREK PHALAENOPSIS;buah/butir/batang;1
